昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
白马王子和公主,368270,http://img.7799520.com/data/attachment/avatar/201609/27/368270/avatar_big.jpg,160,高中,浙江,杭州,1992,2,真心希望找到那个他，一起相伴到老
爱笑的饭饭,368264,http://img.7799520.com/data/attachment/avatar/201609/28/368264/avatar_big.jpg,161,硕士,浙江,杭州,1990,2,静静等待那个他
知为未来,368094,http://img.7799520.com/data/attachment/avatar/201609/27/368094/avatar_big.jpg,164,高中,广西,百色,1994,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
小榴莲,368089,http://img.7799520.com/data/attachment/avatar/201609/27/368089/avatar_big.jpg,165,大专,广东,深圳,1991,2,茫茫人海之中我的他在哪里
凌一诺,368010,http://img.7799520.com/data/attachment/avatar/201709/21/368010/59c315ee8619a.jpg.thump.jpg,158,大专,广东,广州,1994,2,选一城，静待一个人。
金贝贝1229,367935,http://img.7799520.com/8f7c4df3-1245-4354-9419-2d68276615db,165,本科,北京,北京,1993,2,我本身是个开朗的女孩，但一个人的时候有些小自卑，希望找一个可以天天让我笑的高个子的欧巴~
@孟洁,367834,http://img.7799520.com/data/attachment/avatar/201609/26/367834/avatar_big.jpg,157,本科,湖南,怀化,1991,2,优秀是一种习惯
米淇,367799,http://img.7799520.com/data/attachment/avatar/201609/26/367799/avatar_big.jpg,165,本科,江苏,南京,1987,2,想找个成熟稳重，相互理解的人，一走过未来的日子！
鸢尾⚜️,367753,http://img.7799520.com/data/attachment/avatar/201609/26/367753/avatar_big.jpg,168,本科,山东,济南,1992,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
林惠萱,367728,http://img.7799520.com/data/attachment/avatar/201609/26/367728/avatar_big.jpg,161,本科,福建,厦门,1986,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
哇哈哈,367664,http://img.7799520.com/data/attachment/avatar/201609/26/367664/avatar_big.jpg,155,大专,浙江,杭州,1987,2,爱好美食和旅游，喜欢看书摄影，收集狂。河南人，开朗乐观。
小-艺,367644,http://img.7799520.com/data/attachment/avatar/201609/26/367644/avatar_big.jpg,161,本科,山东,青岛,1990,2,害羞的我一直没有找到自己的另一半，期待在这里找到属于自己的那份爱。
萌姑娘,367535,http://img.7799520.com/data/attachment/avatar/201708/05/367535/59852dd248196.jpg.thump.jpg,155,大专,广东,广州,1989,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
阿澈,367445,http://img.7799520.com/data/attachment/avatar/201609/26/367445/avatar_big.jpg,163,初中,福建,福州,1999,2,。
小小莉,367436,http://img.7799520.com/data/attachment/avatar/201609/26/367436/avatar_big.jpg,159,本科,广东,深圳,1986,2,希望以后可以在海边跟你吹吹风聊聊故事
Arong,367275,http://img.7799520.com/data/attachment/avatar/201703/17/367275/58cb6a38c9b2c.png.thumb.jpg,163,大专,广东,深圳,1988,2,平凡的世界遇见平凡的你！非诚勿扰
betty yang,367053,http://img.7799520.com/data/attachment/avatar/201609/25/367053/avatar_big.jpg,162,大专,广东,深圳,1991,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
Who care,367050,http://img.7799520.com/data/attachment/avatar/201609/25/367050/avatar_big.jpg,162,大专,广东,广州,1993,2,懂得
樱子子,367030,http://img.7799520.com/2017-12-06-1512556929-6i0ycJiE.png,0,本科,广东,深圳,1968,2,年龄乱填，不想太多人搜索到我！
爱笑的冰凌,367029,http://img.7799520.com/data/attachment/avatar/201609/25/367029/avatar_big.jpg,160,大专,浙江,杭州,1988,2,执子之手，与子偕老，一生一世一双人。
转角我还在,366922,http://img.7799520.com/data/attachment/avatar/201609/25/366922/avatar_big.jpg,158,本科,广东,深圳,1990,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
雎雎,366874,http://img.7799520.com/data/attachment/avatar/201609/25/366874/avatar_big.jpg,168,大专,山东,青岛,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
Moon^_^,366860,http://img.7799520.com/data/attachment/avatar/201609/25/366860/avatar_big.jpg,158,本科,广东,深圳,1990,2,只想为你停留
爱笑鱼儿,366841,http://img.7799520.com/data/attachment/avatar/201609/25/366841/avatar_big.jpg,168,大专,广东,佛山,1987,2,我：样子平平，爱笑爱闹，性格乐观友善，工作之余喜欢和朋友小聚、旅游、运动；期待中的你：性格随和、自信真诚、有你自己喜欢并坚持的运动习惯。期望日后我们能够一起携手每一个平凡的日子
tree,366819,http://img.7799520.com/data/attachment/avatar/201609/25/366819/avatar_big.jpg,164,大专,山东,潍坊,1987,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
团战,366618,http://img.7799520.com/data/attachment/avatar/201609/24/366618/avatar_big.jpg,163,高中,河南,驻马店,1989,2,找一个合适的人共同生活，相互扶持，相互温暖。慢慢变成老伴。仍期许彩色的爱情。
小糊涂6666,366589,http://img.7799520.com/data/attachment/avatar/201609/24/366589/avatar_big.jpg,170,本科,北京,北京,1989,2,只有一个人愿意等，另一个人才愿意出现
goddess123,366574,http://img.7799520.com/data/attachment/avatar/201609/24/366574/avatar_big.jpg,163,大专,福建,厦门,1987,2,未来很美好……
小丹丹Ivy,366522,http://img.7799520.com/data/attachment/avatar/201609/24/366522/avatar_big.jpg,158,初中,广东,广州,1992,2,I\'m waiting for you
黄林娟77396,366442,http://img.7799520.com/data/attachment/avatar/201609/24/366442/avatar_big.jpg,160,本科,广东,深圳,1989,2,随缘
林雪儿123,366402,http://img.7799520.com/data/attachment/avatar/201609/24/366402/avatar_big.jpg,163,本科,福建,福州,1992,2,性格好，脾气好，人品好
幸福的小猪猪,366362,http://img.7799520.com/data/attachment/avatar/201609/24/366362/avatar_big.jpg,165,大专,福建,福州,1983,2,富有是因为要的不多。
732Q020Q08六,366136,http://img.7799520.com/data/attachment/avatar/201609/23/366136/avatar_big.jpg.thumb.jpg,168,本科,北京,北京,1987,2,想认识你 /七/三/二/零/二/零/零/八/六/
琼美卡,366101,http://img.7799520.com/data/attachment/avatar/201609/23/366101/avatar_big.jpg,162,大专,北京,北京,1992,2,once
蘑菇a,366018,http://img.7799520.com/data/attachment/avatar/201706/24/366018/594d3bc69be1f.JPG.thumb.jpg,165,大专,江西,上饶,1991,2,你若盛开，清风自来
Lyia,365948,http://img.7799520.com/2018-03-02-1519960844-S6jzpfOP.png,163,本科,浙江,杭州,1986,2,"愁多知夜寒，此情安可知 。
当时一分痴，重逢半生迟。
两情相悦时，谁能别离此。
以君一颦笑，赠我长相思。
千般思无用，谁人能自止"
随心16,365624,http://img.7799520.com/data/attachment/avatar/201703/02/365624/58b82556760ef.jpg.thumb.jpg,166,本科,广东,广州,1992,2,万事随缘，但也不要放弃努力，真心希望能够在这里遇见我的Mr. Right。
维维吉,365382,http://img.7799520.com/2017-11-09-1510195509-0Ui4fAUr.png,158,本科,湖南,长沙,1988,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
新女王,365324,http://img.7799520.com/data/attachment/avatar/201609/22/365324/avatar_big.jpg.thumb.jpg,165,本科,广东,广州,1990,2,"女人就要对自己好一点，做自己的女王
有共同爱好的
上进的有主见"
你给我发信息了吗,365189,http://img.7799520.com/data/attachment/avatar/201609/22/365189/avatar_big.jpg.thumb.jpg,162,高中,广东,广州,1995,2,人生就像一处舞台剧，我们时刻自编自导自演着，每个身边的人都是我们的观众，时而评头论足，时而拼命点赞。偶尔的时候，我们会被遗忘在这处舞台剧上。在18豆蔻年华的时候，我们会憧憬着将来的爱情如何，和闺蜜们约好要一起结婚一起怀BB……走着走着，发现时间改变了一切，我们会被渐渐遗忘，不，其实是被自己遗忘，我们忘记当初的誓言是怎么许下，为什么到今天自己还孑然一身？！原来，这些年，我一直喊着口号，却忘了时间已经把我带到了21年华，原来的闺蜜都已成家立室。 社会就是这么现实，时间就是这么带有魔法性，可以把你从前讨厌的变成
xixigirl1111,364799,http://img.7799520.com/data/attachment/avatar/201609/21/364799/avatar_big.jpg.thumb.jpg,163,本科,河北,保定,1991,2,我喜欢旅游，购物。我在业余时间最大的消遣是手机控，理财。我憧憬的生活是简单，周游世界，家庭和睦。我希望我未来的另一半最好是儒雅，有能力。真心希望在这里能遇到我的那个TA!
初见只为再次遇见,364727,http://img.7799520.com/data/attachment/avatar/201609/21/364727/avatar_big.jpg.thumb.jpg,163,大专,福建,福州,1983,2,"我的性格特点是：好友，开朗,业余时间我喜欢：看看新闻,"
Nancy兰秋,364720,http://img.7799520.com/data/attachment/avatar/201609/21/364720/avatar_big.jpg.thumb.jpg,165,大专,江苏,苏州,1988,2,本人88年出生，现就职与国内前100强市企的企业HR，私人信息不便这这里过多的介绍，我希望能找一个比我大5岁（33）以上的男士组建一个新的家庭，想了解我私聊我本人。我性格比较幽默风趣，比较随和的一个人，曾学过音乐表演，爱好就是唱歌，录制歌曲，还有钢琴，锻炼方面的我也就瑜伽会坚持每天做，我很注重自己的形象，根据不同场合的出席需要，我会提前备好服装，也会想好妆容，我做事情很谨慎的一个人，也比较细心，我希望对方是一个事业心的人，至少思想上跟我同步的人。
晓晓娜,364322,http://img.7799520.com/data/attachment/avatar/201704/23/364322/58fca10092ce2.jpg.thumb.jpg,158,大专,广东,广州,1989,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
不要忘记我爱你,364275,http://img.7799520.com/data/attachment/avatar/201609/20/364275/avatar_big.jpg.thumb.jpg,159,高中,广东,广州,1990,2,朋友用心交。父母用命孝。非诚勿扰。真心的来
倪秘儿,364116,http://img.7799520.com/data/attachment/avatar/201609/20/364116/avatar_big.jpg.thumb.jpg,165,大专,广东,深圳,1988,2,"我的性格特点是：开朗,业余时间我喜欢：看电影，逛街,我憧憬的生活是：小资,我希望另一半是：包容我,"
素花笺,364082,http://img.7799520.com/data/attachment/avatar/201703/18/364082/58cd37da935e2.jpg.thumb.jpg,163,本科,湖南,长沙,1988,2,相遇 相知 相恋 相守 每个环节都来之不易，且行且珍惜
一条小蚯蚓,364049,http://img.7799520.com/data/attachment/avatar/201610/01/364049/avatar_big.jpg,160,本科,广东,深圳,1994,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
baby香,363458,http://img.7799520.com/data/attachment/avatar/201610/03/363458/avatar_big.jpg,155,初中,广东,佛山,1997,2,希望找一个广东的，孝顺，温柔，阳光。
梦想天空分外蓝,363331,http://img.7799520.com/data/attachment/avatar/201705/09/363331/5911e0235a7f6.JPG.thumb.jpg,160,大专,广东,广州,1994,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
无欲青欢,362925,http://img.7799520.com/data/attachment/avatar/201703/10/362925/58c2bc00916ed.jpg.thumb.jpg,160,初中,广东,茂名,1989,2,其实自己什么都没有，却感觉什么也不缺。大概太随性，太自我了，所以才一直一个人……
tian61,362841,http://img.7799520.com/data/attachment/avatar/201609/25/362841/avatar_big.jpg,161,高中,广东,广州,1980,2,遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。
叫我赛亚人吧,362319,http://img.7799520.com/data/attachment/avatar/201609/18/362319/avatar_big.jpg,168,本科,浙江,杭州,1990,2,随遇而安
柠檬,361641,http://img.7799520.com/data/attachment/avatar/201609/17/361641/avatar_big.jpg,180,高中,浙江,杭州,1994,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
